Population	Species	Date	Month	Subpopulation	Quadrat	Cauloid_size (cm)	Fertility (0-4)	Leaf_size (cm)	Comments
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		6.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		6.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S	18	10.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		6			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		10.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S	19	6.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		5.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		4.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S	20	7			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		7			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		6			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S	21	5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		3			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		2			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		2.5			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		6			
PdS	Cystoseira crinita	7/21/2022	July	Lateral terra de N a S		2.5			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"	22	5			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"		3			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"	22	4			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"		8			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"	23	7			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"		8			
PdS	Cystoseira crinita	7/21/2022	July	"Extrem sud, cubeta sud"		7			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S	12	6			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		9			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S	13	5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		6			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral mar de N a S		6			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		3			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		6.5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		6.5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		7			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		8			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		8			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		2.5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		4.5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		5.5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		2.5			
PdS	Cystoseira elegans	7/21/2022	July	Lateral terra de N a S		4			
PdS	Cystoseira elegans	7/21/2022	July	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira elegans	7/21/2022	July	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira elegans	7/21/2022	July	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	1	9	2		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		10	2		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		16	3		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		12	2		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		14	3		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		13	1		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	2	16	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		17	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		14	1		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	3	8	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		13	1		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		13	3		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		12	2		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	4	12	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		18	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		14	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		15	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	5	11	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		11	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		17	2		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		13	1		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	6	7	1		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		14	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord	7	13	1		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		11	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Cubeta nord		17	2		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"	8	9	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		7	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"	9	5	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		8	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		6	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		11	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"	10	3	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		6	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		9	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"	11	8	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		7	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		7	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		5	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem Nord, cubeta sud"		7	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"	12	12	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		8	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		8	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		5	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		9	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		14	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		12	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		10	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		15	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"	13	8	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		8	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		18	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		12	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"	14	10	1		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		13	1		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		5	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		5	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		11	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"	15	14	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		12	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		9	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		11	0		
PdS	Cystoseira crinita	8/18/2022	August	"Extrem sud, cubeta sud"		6	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral mar de N a S	17	7	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral mar de N a S	18	12	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral mar de N a S	19	7	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral mar de N a S	20	6	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral mar de N a S		5	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	21	12	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		4	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		20	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	22	13	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	23	14	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		17	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	24	5	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		9	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	25	16	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		10	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	26	14	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		4	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	27	12	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		15	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		8	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S	28	10	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		17	0		
PdS	Cystoseira crinita	8/18/2022	August	Lateral terra de N a S		12	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		3	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		5	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		6	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		3	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		2	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		1	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		2	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		3	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem Nord, cubeta sud"		3	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		6	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		4	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		6	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		8	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		9	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		14	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		10	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		6	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		5	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		8	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		7	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		5	0		
PdS	Cystoseira elegans	8/18/2022	August	"Extrem sud, cubeta sud"		12	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S	16	3	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		1	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		7	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		1	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		3	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		3	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		3	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		3	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		3	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral mar de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		12	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		8	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		7	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		16	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		4	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		8	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		11	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		8	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		6	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		14	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		9	0		
PdS	Cystoseira elegans	8/18/2022	August	Lateral terra de N a S		5	0		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	1	7	0		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		14	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		11	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		9	1		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		8	0		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	2	18	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		24	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	3	15	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		17	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		20	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		13	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		12	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		12	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	4	9	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		12	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		14	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		10	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		12	4		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	5	15	4		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		9	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		12	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		9	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		8	1		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		10	1		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	6	10	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		13	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		13	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		10	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		12	2		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		9	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord	7	20	4		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		18	4		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		14	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		10	3		
PdS	Cystoseira crinita	11/11/2022	November	Cubeta nord		14	3		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"	8	14	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		12	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		14	4		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		17	0		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		14	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"	9	11	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		14	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		12	0		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		7	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"	10	12	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem Nord, cubeta sud"		12	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	11	8	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		12	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		8	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		8	0		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	12	7	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	13	11	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		10	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		15	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	14	10	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		10	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	15	8	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		4	0		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		5	0		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		7	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	16	10	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S		12	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral terra de N a S	17	6	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"	20	11	4		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		11	4		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		14	2		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"	21	6	3		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		7	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		15	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		9	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		7	1		
PdS	Cystoseira crinita	11/11/2022	November	"Extrem sud, cubeta sud"		4	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	22	14	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		9	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		15	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		8	0		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		11	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	23	12	4		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		17	4		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		12	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		6	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	24	16	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	25	10	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		6	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	26	9	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		13	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	27	10	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		9	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	28	10	0		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		9	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	29	10	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		12	4		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		17	3		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		10	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	30	12	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		10	1		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		6	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S	31	15	2		
PdS	Cystoseira crinita	11/11/2022	November	Lateral mar de N a S		4	1		
