Population	Species	Date	Month	Quadrat	Cauloid_size	Leaf_size	Fertility	Comments
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	11	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	11	1	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	11	4	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	11	1	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	11	14	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	1	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	1	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	12	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	5	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	2	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	4	10	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	3	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	3	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	3	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	14	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	2	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	2	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	2	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	2	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	2	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	2	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	4	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	4	1	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	4	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	4	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	4	2	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	4	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	6	2	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	6	4	8	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	6	4	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	8	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	8	2	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	8	4	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	8	4	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	8	2	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	2	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	6	8	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	4	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	6	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	10	2	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	13	2	2	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	13	7	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	13	5	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	13	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	13	3	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	13	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	15	4	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	15	7	9	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	15	1	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	15	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	15	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	5	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	4	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	1	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	2	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	5	8	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	2	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	16	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	17	5	9	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	17	3	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	17	1	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	17	1	3	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	18	5	8	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	18	3	6	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	4	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	2	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	4	7	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	3	5	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	19	1	4	0	
Cala Estreta	Cystoseira mediterranea	2/22/2023	February	20	5	8	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	1	4	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	1	1	4	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	1	1	2	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	1	1	1	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	2	2	10	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	2	2	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	2	4	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	2	5	8	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	3	4	10	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	3	5	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	3	3	10	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	3	5	12	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	4	5	11	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	4	4	12	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	4	2	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	4	2	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	5	3	4	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	5	2	5	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	5	1	3	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	5	2	3	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	5	2	4	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	6	4	8	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	6	2	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	6	5	10	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	6	4	15	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	7	2	3	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	7	2	6	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	7	3	5	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	7	2	5	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	7	2	4	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	8	1	2	0	
Cala Estreta	Cystoseira mediterranea	4/5/2023	April	8	3	6	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	6	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	3	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	1	10	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	2	10	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	3	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	1	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	1	12	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	5	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	4	17.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	2	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	1	2	9	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	4	27	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	5	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	7	19	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	4	10	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	3	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	4	17	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	2	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	1	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	2	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	3	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	7	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	2	3	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	4	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	3	12	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	5	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	1	10	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	7	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	4	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	1	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	3	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	3	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	2	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	3	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	3	5	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	4	2	8	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	4	1.5	6.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	4	2	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	4	3	9	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	4	5	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	3	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	5	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	4	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	4	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	3	12	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	3	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	4	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	3	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	2	9	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	2	10	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	3	12	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	2	12	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	3	12	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	4	9	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	1	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	5	2	4	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	3	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	2.5	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	2	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	1	4	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	2	9	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	4	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	6	6	23	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	5	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	6	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	4	21	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	3	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	3	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	3	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	2	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	7	1	10	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	8	3	11	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	8	4	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	8	3	8	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	8	2	6	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	8	2	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	8	1	5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	22	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	21	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	1.5	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	1	7	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	13	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	12	2	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	9	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	14.5	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	4	19	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	4	14	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	20	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	9	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	9	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	15	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	2	18	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	3	16	0	
Cala Estreta	Cystoseira mediterranea	5/9/2023	May	9	5	20	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	1	2	21	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	1	3	8	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	1	2.5	20	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	1	2	17	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	1	5	14	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	1	3	21	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	2	8	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	1	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	3	18	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	2	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	3	18	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	4	27	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	3	23	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	3	20.5	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	2	2	21	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	5	23	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	3	13	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	4	22	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	3	21	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	2	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	6	23	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	3	6	26	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	4	5	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	4	7	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	4	2	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	4	5	23	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	2	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	3	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	4	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	3	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	5	22	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	4	22	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	3	24	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	5	4	23	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	6	3	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	6	3	14	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	6	6.5	22	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	6	4.5	23	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	6	2	18	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	6	3	20.5	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	1	20	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	4	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	4	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	2	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	2	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	2	20	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	3	20	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	7	13	27	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	9	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	1	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	1	17	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	5	21	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	3	21	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	2	20	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	3	14	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	3	17	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	4	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	3	14.5	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	8	6	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	2	6	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	2	7	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	6	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	2	8	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	9	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	3	13	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	8	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	3	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	2	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	3	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	7	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	8	19	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	5	17	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	13	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	9	1	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	10	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	9	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	13	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	13	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	2	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	7	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	2	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	2	14	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	3	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	2	17	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	5	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	11	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	10	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	2	10	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	1	6	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	3	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	10	2	16	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	2	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	2	13	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	1	7	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	1	12	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	3	14	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	2	14	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	1	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	2	17	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	3	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	5	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	3	15	0	
Cala Estreta	Cystoseira mediterranea	7/6/2023	July	11	1	11	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	5	15	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	3	13	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	2	11.5	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	6	25	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	4	23	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	5	22	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	1	4.5	21	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	4	21	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	6	20	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	4	9	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	4	19	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	7	21	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	3	21	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	2.5	14	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	5	18	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	2	5	21	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	5	12.5	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	3.5	21	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	3	18	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	4	23	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	4.5	16	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	3	7	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	3	5	17.5	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	4.5	20.5	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	13	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	8	24	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	18	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	20	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	4	23	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	15	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	4	22.5	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	15	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	15	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	14	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	4	25	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	17	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	19	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	5	23	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	3	26	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	2.5	20	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	4	5	29	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	5	4.5	19	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	5	3.5	18	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	5	4	18	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	5	2	8	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	5	5	30	0	
Cala Estreta	Cystoseira mediterranea	8/8/2023	August	5	4.5	23	0	
