"Population"	"Species"	"Date"	"Month"	"Quadrat"	"Cauloid_size"	"Leaf_size"	"Fertility"	"Stage"	"Subpopulation"	"Year"	"uniq_id"
"2368"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"9"	3	3	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2369"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"9"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2370"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"9"	6	6	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2371"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	10	10	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2372"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	5	5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2373"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	1.5	1.5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2374"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	3	3	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2375"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	4	4	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2376"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	8	8	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2377"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"10"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2378"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	5	5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2379"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	4	4	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2380"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	1.5	1.5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2381"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	8	8	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2382"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	6	6	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2383"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2384"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	9	9	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2385"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	8	8	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2386"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"11"	1.5	1.5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2387"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	4	4	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2388"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2389"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	8	8	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2390"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	1.5	1.5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2391"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	5	5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2392"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	6	6	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2393"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	1.5	1.5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2394"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"12"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2395"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	2	2	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2396"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	2	2	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2397"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	5	5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2398"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	4	4	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2399"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	3	3	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2400"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	3	3	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2401"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	3	3	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2402"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"13"	6	6	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2403"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"14"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2404"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"14"	5	5	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2405"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"14"	7	7	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2406"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"14"	4	4	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2407"	"Cala Estreta"	"Ericaria mediterranea"	2021-12-13	"December"	"14"	13	13	0	"Adult"	"CE"	2021	"CE_med_Dec_21"
"2408"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"1"	12	12	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2409"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"1"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2410"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"1"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2411"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"1"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2412"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"1"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2413"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"2"	12	12	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2414"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"2"	9	9	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2415"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"2"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2416"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"2"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2417"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"3"	10	10	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2418"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"3"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2419"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"3"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2420"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"3"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2421"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"3"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2422"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	8	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2423"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2424"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	5	5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2425"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	5	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2426"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	8	11	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2427"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2428"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2429"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2430"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"4"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2431"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"5"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2432"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"5"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2433"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"5"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2434"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"5"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2435"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"5"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2436"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"5"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2437"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2438"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2439"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	4	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2440"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2441"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	3	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2442"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2443"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"6"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2444"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	13	13	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2445"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2446"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	13	13	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2447"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	9	9	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2448"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2449"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2450"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"7"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2451"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2452"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	14	17	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2453"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	3	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2454"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	5	5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2455"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	10	10	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2456"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2457"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"8"	5	5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2458"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"9"	12	12	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2459"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"9"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2460"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"9"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2461"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"9"	5	5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2462"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"9"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2463"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"9"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2464"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"10"	3	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2465"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"10"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2466"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"10"	4	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2467"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"10"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2468"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"10"	8	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2469"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"10"	6	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2470"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	6	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2471"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	4	NA	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2472"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	5	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2473"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	9	NA	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2474"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	5	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2475"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	7	10	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2476"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	3	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2477"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2478"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2479"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2480"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"11"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2481"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	13	13	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2482"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	11	16	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2483"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	5	9	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2484"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2485"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	8	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2486"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2487"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2488"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2489"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2490"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2491"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"12"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2492"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2493"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	8	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2494"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	5	5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2495"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2496"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2497"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2498"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"13"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2499"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	5	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2500"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2501"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	4	5	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2502"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2503"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	2	2	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2504"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2505"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"14"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2506"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	9	9	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2507"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	7	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2508"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2509"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	5	7	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2510"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2511"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2512"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	4	4	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2513"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2514"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"15"	6	9	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2515"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"16"	10	10	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2516"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"16"	13	13	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2517"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"16"	1	1	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2518"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"17"	6	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2519"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	6	9	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2520"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	3	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2521"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	2	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2522"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	6	6	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2523"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2524"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	3	3	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2525"	"Cala Estreta"	"Ericaria mediterranea"	2022-01-27	"January"	"18"	3	8	0	"Adult"	"CE"	2022	"CE_med_Jan_22"
"2526"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	6	21	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2527"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	2	16	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2528"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	5	17	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2529"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	6	29	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2530"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	4	21	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2531"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2532"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	0.5	0.5	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2533"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"1"	8	22	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2534"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	10	28	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2535"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	12	22	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2536"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	1	5	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2537"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	6	18	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2538"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	2	25	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2539"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	6	23	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2540"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	3	23	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2541"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	2	21	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2542"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"2"	5	23	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2543"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	1	5	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2544"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	1	6	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2545"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	3	9	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2546"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	7	21	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2547"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	2	16	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2548"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	2	24	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
"2549"	"Cala Estreta"	"Ericaria mediterranea"	2022-04-07	"April"	"3"	1	15	0	"Adult"	"CE"	2022	"CE_med_Apr_22"
